CircuitName,File_Content,File,Date,File_State,Log_Directory
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.353454.Fuse",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.353768.Fuse",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.353881.Fuse",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.353883.Fuse",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.353891.Fuse",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.363622.FaultIndicator",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Equipment doesn't have RatedVoltage defined - Equipment ID: HighVoltageSwitch.363623.FaultIndicator",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.670597426974051, Line id: UndergroundElectricLineSegment.5189247, Point Element ID: Station.9143",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.653748704299397, Line id: UndergroundElectricLineSegment.39511, Point Element ID: Station.9143",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.538736209235063, Line id: UndergroundElectricLineSegment.5189247, Point Element ID: Station.9376",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.598310049900134, Line id: UndergroundElectricLineSegment.34455, Point Element ID: Station.9062",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
BOR_10_08_E0101," - Locations of electrically connected line and point element do not match. Minimal distance = 0.564704706097579, Line id: UndergroundElectricLineSegment.9295528, Point Element ID: Station.9210",CIMToDMSTranformReports.txt,2014-03-04_16-36-19,TODO,C:\Users\Dejan\Desktop\DMSZadatak\Zadatak\Reports\Reports\Invalid\Reports_for_Extract_BOR_10_08_E0101_created at_2014-03-04_16-36-19
